0,165.483,1.40189,,
0.01,165.304,1.39548,,
0.02,164.972,1.38604,,
0.03,164.533,1.37558,,
0.04,164.021,1.36447,,
0.05,163.47,1.35318,,
0.06,162.84,1.34208,,
0.07,162.144,1.33089,,
0.08,161.408,1.31968,,
0.09,160.656,1.30901,,
0.1,159.848,1.29841,,
0.11,158.976,1.28781,,
0.12,158.084,1.27784,,
0.13,157.199,1.26786,,
0.14,156.247,1.25792,,
0.15,155.248,1.24851,,1.246266075
0.16,154.229,1.23929,,
0.17,153.221,1.22994,,
0.18,152.167,1.2211,,
0.19,151.054,1.21263,,
0.2,149.941,1.20397,,
0.21,148.853,1.1955,,
0.22,147.7,1.18754,,
0.23,146.51,1.17956,,
0.24,145.307,1.17145,,
0.25,144.133,1.16402,,
0.26,142.916,1.15662,,
0.27,141.639,1.149,,
0.28,140.377,1.14207,,1.139902096
0.29,139.151,1.13502,,
0.3,137.86,1.12781,,
0.31,136.537,1.12109,,
0.32,135.208,1.11449,,
0.33,133.918,1.10761,,
0.34,132.59,1.10115,,
0.35,131.199,1.09502,,
0.36,129.836,1.08853,,
0.37,128.515,1.08213,,
0.38,127.13,1.07616,,
0.39,125.721,1.07013,,1.066906347
0.4,124.303,1.06379,,
0.41,122.937,1.05808,,
0.42,121.533,1.05236,,
0.43,120.067,1.04628,,
0.44,118.64,1.04079,,
0.45,117.258,1.03514,,
0.46,115.813,1.02922,,
0.47,114.349,1.02371,,
0.48,112.877,1.01827,,
0.49,111.465,1.01249,,
0.5,110.02,1.00697,,
0.51,108.508,1.0018,,
0.52,107.047,0.996153,,0.995964636
0.53,105.628,0.990466,,
0.54,104.154,0.985182,,
0.55,102.665,0.97977,,
0.56,101.164,0.973949,,
0.57,99.7375,0.968682,,
0.58,98.2732,0.963342,,
0.59,96.7467,0.957602,,0.952404888
0.6,95.2747,0.952314,,
0.61,93.8469,0.946841,,
0.62,92.3685,0.940977,,
0.63,90.8762,0.935432,,
0.64,89.3749,0.929961,,
0.65,87.9561,0.923971,,
0.66,86.495,0.918134,,
0.67,84.9789,0.912668,,0.907716636
0.68,83.5208,0.906544,,
0.69,82.1023,0.90029,,
0.7,80.6498,0.894417,,
0.71,79.1705,0.888276,,
0.72,77.6938,0.881595,,
0.73,76.3085,0.875422,,
0.74,74.8663,0.869015,,
0.75,73.3855,0.862104,,
0.76,71.962,0.85555,,
0.77,70.5752,0.848682,,
0.78,69.1659,0.841201,,
0.79,67.7275,0.834095,,0.829911678
0.8,66.2918,0.826837,,
0.81,64.9547,0.81887,,
0.82,63.5587,0.810917,,
0.83,62.1315,0.803203,,
0.84,60.7634,0.79469,,
0.85,59.4293,0.785857,,
0.86,58.0814,0.777247,,
0.87,56.7061,0.768175,,
0.88,55.3311,0.75837,,
0.89,54.0581,0.748898,,0.747710881
0.9,52.7303,0.738928,,
0.91,51.3778,0.728329,,
0.92,50.0837,0.717853,,
0.93,48.8168,0.706752,,
0.94,47.5517,0.694899,,
0.95,46.2572,0.683186,,
0.96,44.9671,0.671021,,
0.97,43.7746,0.658102,,
0.98,42.532,0.644849,,
0.99,41.2704,0.631535,,
1,40.07,0.617295,,
1.01,38.8903,0.602516,,
1.02,37.7227,0.587715,,
1.03,36.5293,0.572285,,
1.04,35.3403,0.556079,,
1.05,34.2498,0.539869,,
1.06,33.1083,0.523106,,
1.07,31.9548,0.505997,,
1.08,30.8715,0.488649,,
1.09,29.787,0.470662,,
1.1,28.7399,0.452746,,
1.11,27.6637,0.434665,,
1.12,26.587,0.41617,,
1.13,25.6252,0.398527,,
1.14,24.5921,0.380495,,
1.15,23.572,0.362658,,
1.16,22.6254,0.345737,,
1.17,21.6483,0.329062,,
1.18,20.7404,0.312802,,
1.19,19.7962,0.297307,,
1.2,18.8529,0.282927,,
1.21,18.027,0.268432,,
1.22,17.1373,0.254433,,
1.23,16.2568,0.241075,,
1.24,15.4513,0.227866,,
1.25,14.6158,0.214726,,
1.26,13.8548,0.202062,,
1.27,13.0602,0.189533,,
1.28,12.2757,0.177522,,
1.29,11.5906,0.165493,,
1.3,10.8615,0.15365,,
1.31,10.1415,0.142472,,
1.32,9.49228,0.131114,,
1.33,8.81323,0.120025,,
1.34,8.21494,0.109624,,
1.35,7.5863,0.0991932,,
1.36,6.97097,0.0888763,,
1.37,6.45168,0.079305,,
1.38,5.89454,0.0701845,,
1.39,5.35405,0.0609076,,
1.4,4.87172,0.0526383,,
1.41,4.36984,0.0448248,,
1.42,3.94779,0.0371618,,
1.43,3.50719,0.0303428,,
1.44,3.07292,0.0244614,,
1.45,2.72803,0.0185751,,
1.46,2.36072,0.0137497,,
1.47,2.01833,0.00987967,,
1.48,1.72213,0.00642548,,
1.49,1.41538,0.00386257,,
1.5,1.18087,0.00207655,,
1.51,0.936716,0.000871534,,
1.52,0.705675,0.000135921,,
1.53,0.54986,0,,
1.54,0.385628,0,,
1.55,0.253547,0,,
1.56,0.155511,0,,
1.57,0.0677007,0,,
1.58,0.0288712,0,,
1.59,0,0,,
