0.000000000000000000e+00,1.071081925383883249e+00,2.223314624680927309e+01
3.057692307692307793e-02,1.067674931486706003e+00,2.217751039445291994e+01
6.115384615384615585e-02,1.062806076985482351e+00,2.206685314232635164e+01
9.173076923076922684e-02,1.056862593372805081e+00,2.192485694277247532e+01
1.223076923076923117e-01,1.049865557606379340e+00,2.176104685593493926e+01
1.528846153846153966e-01,1.041813200101304071e+00,2.155373554231205446e+01
1.834615384615384537e-01,1.032697487198841246e+00,2.132488405979422907e+01
2.140384615384615385e-01,1.022519930428448909e+00,2.106770726871494048e+01
2.446153846153846234e-01,1.011285754248214985e+00,2.079640245405284560e+01
2.751923076923076805e-01,9.989939542201037304e-01,2.049645883724715389e+01
3.057692307692307931e-01,9.856574604041282717e-01,2.018483370031012925e+01
3.363461538461538503e-01,9.713768880621473922e-01,1.985706079913918387e+01
3.669230769230769074e-01,9.561299811565223683e-01,1.950847110653229066e+01
3.975000000000000200e-01,9.399633682745769381e-01,1.915417615326733980e+01
4.280769230769230771e-01,9.228522063184939617e-01,1.877279821012559324e+01
4.586538461538461897e-01,9.048665320053640437e-01,1.838990977471492627e+01
4.892307692307692468e-01,8.860391863423549008e-01,1.797787458119647752e+01
5.198076923076923039e-01,8.663206165032079076e-01,1.755625988294004713e+01
5.503846153846153610e-01,8.458359826778392154e-01,1.712159481922863336e+01
5.809615384615385292e-01,8.245158441577190578e-01,1.669758794244880207e+01
6.115384615384615863e-01,8.025205014966773076e-01,1.623212524626724118e+01
6.421153846153846434e-01,7.797881813978555510e-01,1.579308943095387896e+01
6.726923076923077005e-01,7.564078353898587848e-01,1.530474718211145380e+01
7.032692307692307576e-01,7.323656507182565445e-01,1.483553491906291910e+01
7.338461538461538147e-01,7.077163133365392822e-01,1.434444573589874317e+01
7.644230769230769829e-01,6.825445400823536568e-01,1.385394555190110744e+01
7.950000000000000400e-01,6.567627819178263326e-01,1.334528250274484051e+01
8.255769230769230971e-01,6.304874209926181194e-01,1.283452049043498633e+01
8.561538461538461542e-01,6.037207349162778680e-01,1.231120151942958074e+01
8.867307692307692113e-01,5.765556122074896317e-01,1.177492911309216339e+01
9.173076923076923794e-01,5.489835975520763744e-01,1.124368106550074664e+01
9.478846153846154365e-01,5.211027229273397232e-01,1.070266382738091160e+01
9.784615384615384936e-01,4.929230254892744689e-01,1.015812606511216565e+01
1.009038461538461551e+00,4.644841069436165815e-01,9.607100327091316672e+00
1.039615384615384608e+00,4.357995137947783260e-01,9.053559215212423794e+00
1.070192307692307665e+00,4.070218978165522361e-01,8.495029348804894909e+00
1.100769230769230722e+00,3.781813631563566425e-01,7.939278805425479035e+00
1.131346153846153779e+00,3.492628272804398359e-01,7.386431781447308609e+00
1.161923076923077058e+00,3.203993034060135803e-01,6.832921757240550065e+00
1.192500000000000115e+00,2.916322306074235482e-01,6.280212084526048066e+00
1.223076923076923173e+00,2.632215932207150888e-01,5.729346730507941743e+00
1.253653846153846230e+00,2.349803710265160051e-01,5.181012043732849293e+00
1.284230769230769287e+00,2.072669464399093664e-01,4.640824242318261739e+00
1.314807692307692344e+00,1.800138455722188335e-01,4.112645259445840473e+00
1.345384615384615401e+00,1.534695539550940957e-01,3.580906453079957696e+00
1.375961538461538458e+00,1.278756589903941032e-01,3.079453207393943348e+00
1.406538461538461515e+00,1.032809752477213683e-01,2.577293952711564806e+00
1.437115384615384572e+00,8.007871603842960095e-02,2.087357038213449645e+00
1.467692307692307629e+00,5.852390196106586895e-02,1.611531936023411493e+00
1.498269230769230909e+00,3.904860693369986008e-02,1.167257325635098431e+00
1.528846153846153966e+00,2.218774376146180269e-02,7.483539657614940444e-01
1.559423076923077023e+00,8.833481701971793859e-03,3.784910806486925239e-01
1.590000000000000080e+00,5.175430414973340807e-04,8.155872706971771524e-02
